dataset,behavior_canonical,split,sample_id,t,detector_success,pose_returned,status,infer_ms,mean_conf,median_conf,points_conf_ge_02,points_conf_ge_05,mask_containment_sanity_rate_all,mask_containment_sanity_rate_conf02,mask_inside_count,nose_x,nose_y,nose_conf,nose_in_mask,upper_jaw_x,upper_jaw_y,upper_jaw_conf,upper_jaw_in_mask,lower_jaw_x,lower_jaw_y,lower_jaw_conf,lower_jaw_in_mask,mouth_end_right_x,mouth_end_right_y,mouth_end_right_conf,mouth_end_right_in_mask,mouth_end_left_x,mouth_end_left_y,mouth_end_left_conf,mouth_end_left_in_mask,right_eye_x,right_eye_y,right_eye_conf,right_eye_in_mask,right_earbase_x,right_earbase_y,right_earbase_conf,right_earbase_in_mask,right_earend_x,right_earend_y,right_earend_conf,right_earend_in_mask,right_antler_base_x,right_antler_base_y,right_antler_base_conf,right_antler_base_in_mask,right_antler_end_x,right_antler_end_y,right_antler_end_conf,right_antler_end_in_mask,left_eye_x,left_eye_y,left_eye_conf,left_eye_in_mask,left_earbase_x,left_earbase_y,left_earbase_conf,left_earbase_in_mask,left_earend_x,left_earend_y,left_earend_conf,left_earend_in_mask,left_antler_base_x,left_antler_base_y,left_antler_base_conf,left_antler_base_in_mask,left_antler_end_x,left_antler_end_y,left_antler_end_conf,left_antler_end_in_mask,neck_base_x,neck_base_y,neck_base_conf,neck_base_in_mask,neck_end_x,neck_end_y,neck_end_conf,neck_end_in_mask,throat_base_x,throat_base_y,throat_base_conf,throat_base_in_mask,throat_end_x,throat_end_y,throat_end_conf,throat_end_in_mask,back_base_x,back_base_y,back_base_conf,back_base_in_mask,back_end_x,back_end_y,back_end_conf,back_end_in_mask,back_middle_x,back_middle_y,back_middle_conf,back_middle_in_mask,tail_base_x,tail_base_y,tail_base_conf,tail_base_in_mask,tail_end_x,tail_end_y,tail_end_conf,tail_end_in_mask,front_left_thai_x,front_left_thai_y,front_left_thai_conf,front_left_thai_in_mask,front_left_knee_x,front_left_knee_y,front_left_knee_conf,front_left_knee_in_mask,front_left_paw_x,front_left_paw_y,front_left_paw_conf,front_left_paw_in_mask,front_right_thai_x,front_right_thai_y,front_right_thai_conf,front_right_thai_in_mask,front_right_knee_x,front_right_knee_y,front_right_knee_conf,front_right_knee_in_mask,front_right_paw_x,front_right_paw_y,front_right_paw_conf,front_right_paw_in_mask,back_left_paw_x,back_left_paw_y,back_left_paw_conf,back_left_paw_in_mask,back_left_thai_x,back_left_thai_y,back_left_thai_conf,back_left_thai_in_mask,back_right_thai_x,back_right_thai_y,back_right_thai_conf,back_right_thai_in_mask,back_left_knee_x,back_left_knee_y,back_left_knee_conf,back_left_knee_in_mask,back_right_knee_x,back_right_knee_y,back_right_knee_conf,back_right_knee_in_mask,back_right_paw_x,back_right_paw_y,back_right_paw_conf,back_right_paw_in_mask,belly_bottom_x,belly_bottom_y,belly_bottom_conf,belly_bottom_in_mask,body_middle_right_x,body_middle_right_y,body_middle_right_conf,body_middle_right_in_mask,body_middle_left_x,body_middle_left_y,body_middle_left_conf,body_middle_left_in_mask
cvb,Feeding,train,cvb_0974_arm01_gopro1_20200327_001756_beh1_ani1_ins1_cut_00004_tr5_seg0,5,False,False,pose_detector_failure,143.08,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0974_arm01_gopro1_20200327_001756_beh1_ani1_ins1_cut_00004_tr5_seg0,6,False,False,pose_detector_failure,147.7,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0974_arm01_gopro1_20200327_001756_beh1_ani1_ins1_cut_00004_tr5_seg0,7,False,False,pose_detector_failure,150.31,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,0,False,False,pose_detector_failure,152.56,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,1,False,False,pose_detector_failure,145.87,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,2,False,False,pose_detector_failure,149.85,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,3,False,False,pose_detector_failure,149.12,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,4,False,False,pose_detector_failure,148.16,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,5,False,False,pose_detector_failure,153.5,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,6,False,False,pose_detector_failure,149.39,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0925_arm01_gopro1_20200326_223144_beh1_ani3_ins1_cut_00028_tr8_seg0,7,False,False,pose_detector_failure,147.63,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,0,False,False,pose_detector_failure,151.52,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,1,False,False,pose_detector_failure,148.79,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,2,False,False,pose_detector_failure,148.91,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,3,False,False,pose_detector_failure,153.24,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,4,False,False,pose_detector_failure,152.57,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,5,False,False,pose_detector_failure,146.67,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,6,False,False,pose_detector_failure,152.22,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,train,cvb_0233_arm01_gopro1_20200323_023342_beh7_ani8_ins1_cut_1_tr4_seg0,7,False,False,pose_detector_failure,155.74,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
cvb,Feeding,val,cvb_1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007_tr0_seg0,0,True,True,pose_output_returned,173.18,0.5407,0.5515,36,24,1.0,1.0,39,62.45,212.62,0.7013,1,65.35,217.39,0.7389,1,69.62,218.07,0.5933,1,55.48,209.99,0.6053,1,80.34,213.11,0.5659,1,50.07,182.64,0.7679,1,49.23,154.0,0.5763,1,40.89,150.61,0.4174,1,54.01,157.95,0.585,1,40.07,153.84,0.5427,1,77.15,187.78,0.524,1,85.88,160.8,0.299,1,87.41,171.97,0.2398,1,77.53,159.09,0.3647,1,77.36,167.88,0.4494,1,111.7,63.99,0.5407,1,88.49,45.59,0.1523,1,114.95,134.03,0.3171,1,130.65,124.65,0.2689,1,89.98,41.47,0.1793,1,206.34,41.82,0.7591,1,142.59,17.71,0.4561,1,209.49,47.22,0.9202,1,218.88,72.01,0.1629,1,162.15,114.5,0.8694,1,149.48,165.74,0.7617,1,147.46,208.3,0.7475,1,125.28,123.56,0.719,1,116.91,161.25,0.405,1,90.91,205.61,0.2254,1,168.05,168.34,0.5515,1,180.5,118.34,0.8665,1,167.29,118.75,0.8481,1,168.87,144.67,0.7502,1,166.5,142.89,0.7462,1,162.82,170.22,0.4742,1,174.52,116.51,0.5092,1,189.11,90.99,0.3203,1,187.57,90.27,0.5646,1
cvb,Feeding,val,cvb_1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007_tr0_seg0,1,True,True,pose_output_returned,160.66,0.6159,0.6678,38,27,0.9744,0.9737,38,41.32,208.36,0.7474,1,49.58,215.5,0.6892,1,58.89,214.71,0.6769,1,37.06,201.04,0.7239,1,60.8,206.01,0.6954,1,30.91,171.11,0.8453,1,27.14,149.27,0.7635,1,15.95,140.04,0.6696,1,29.2,145.88,0.6569,1,14.62,138.82,0.6678,1,60.83,170.59,0.6283,1,83.26,151.34,0.4253,1,92.21,149.25,0.2893,1,68.32,147.44,0.4396,1,64.76,150.39,0.304,1,99.72,74.93,0.6517,1,59.96,55.87,0.1441,1,99.22,139.46,0.2605,1,123.86,128.4,0.2607,1,74.78,38.66,0.225,1,195.2,31.35,0.8441,1,145.37,9.7,0.5749,1,199.37,37.73,0.8825,1,215.91,119.46,0.6857,1,151.09,114.23,0.8429,1,139.01,161.67,0.9979,1,139.72,196.78,0.993,1,116.08,128.94,0.726,1,123.74,157.39,0.3562,1,129.37,188.84,0.4116,0,159.51,156.74,0.5324,1,173.36,109.97,0.5431,1,158.66,110.83,1.0,1,157.59,136.03,0.7964,1,157.05,132.22,0.9813,1,157.1,156.53,0.8758,1,170.3,110.59,0.4888,1,171.03,75.16,0.2203,1,182.55,74.39,0.5038,1
cvb,Feeding,val,cvb_1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007_tr0_seg0,2,True,True,pose_output_returned,158.69,0.544,0.5415,36,23,0.9231,0.9444,36,32.07,208.47,0.8063,1,35.34,215.29,0.6611,1,42.78,215.96,0.5828,1,29.26,200.83,0.6318,1,47.19,209.25,0.5333,1,25.07,174.54,0.8923,1,20.41,154.04,0.6525,1,8.79,145.25,0.7018,0,21.82,153.14,0.4463,1,8.99,147.0,0.585,0,56.36,175.71,0.628,1,71.32,150.63,0.3093,1,53.32,41.92,0.163,0,58.81,148.24,0.3344,1,54.98,155.77,0.3586,1,104.11,74.6,0.4512,1,84.69,35.04,0.1826,1,107.38,138.24,0.2842,1,118.2,130.98,0.2368,1,89.23,30.09,0.2346,1,206.79,44.64,0.735,1,141.78,14.89,0.5158,1,212.0,52.25,0.9272,1,211.75,91.12,0.1555,1,157.6,111.77,0.7662,1,145.31,159.23,1.0,1,143.43,197.91,1.0,1,110.89,137.61,0.4988,1,110.82,152.13,0.5163,1,131.13,166.44,0.6197,1,164.92,164.95,0.4427,1,172.33,114.33,0.769,1,165.32,116.55,0.7088,1,161.05,148.16,0.6587,1,159.0,147.27,0.5415,1,137.68,171.11,0.6054,1,155.41,119.44,0.3691,1,189.98,85.23,0.2243,1,182.76,81.61,0.4863,1
cvb,Feeding,val,cvb_1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007_tr0_seg0,3,True,True,pose_output_returned,157.54,0.4977,0.5133,34,20,0.8205,0.8235,32,30.75,209.21,0.7231,1,32.7,212.47,0.7475,1,35.52,212.34,0.5133,1,27.78,204.76,0.5687,1,40.91,208.82,0.5348,1,26.07,173.83,0.8079,1,33.22,146.46,0.4037,0,21.92,161.25,0.3136,0,32.02,151.49,0.2915,0,22.37,157.73,0.3052,0,66.99,181.31,0.4307,1,88.81,152.77,0.1237,0,79.98,175.53,0.1644,1,75.41,143.84,0.2801,0,64.38,168.4,0.2368,1,76.92,64.75,0.5358,1,89.82,58.6,0.0911,1,92.78,127.23,0.4373,1,105.79,121.31,0.3413,1,96.45,25.7,0.1686,1,205.75,43.65,0.7299,1,121.79,15.96,0.3642,1,209.79,49.12,1.0,1,216.49,77.43,0.0875,1,146.17,113.28,0.8041,1,136.5,157.74,0.7888,1,132.97,197.57,0.8443,1,114.19,129.72,0.6335,1,119.68,156.5,0.6279,0,129.48,189.91,0.2763,1,132.47,197.48,0.802,1,163.13,112.14,0.7833,1,157.29,117.36,0.6195,1,159.56,139.64,0.6748,1,157.09,138.27,0.6393,1,155.62,162.41,0.6512,1,163.78,117.45,0.2921,1,180.19,81.46,0.3039,1,181.56,77.82,0.4685,1
cvb,Feeding,val,cvb_1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007_tr0_seg0,4,True,True,pose_output_returned,159.4,0.3374,0.2609,25,7,0.8974,0.88,35,211.59,85.49,0.1519,1,33.61,187.31,0.109,1,47.08,191.69,0.1127,1,46.23,185.91,0.1027,1,93.17,172.03,0.1595,1,80.6,167.33,0.1177,1,20.64,58.42,0.2255,0,14.89,47.17,0.2148,0,87.87,136.26,0.4495,1,12.0,150.48,0.2622,1,32.7,170.16,0.1036,1,18.75,66.01,0.1483,0,105.8,139.99,0.1154,1,109.52,158.6,0.2325,1,113.03,157.54,0.2907,1,54.32,67.83,0.4619,1,70.4,27.57,0.1821,1,96.28,135.96,0.1961,1,107.24,120.91,0.2841,1,71.54,25.61,0.3156,1,195.99,48.92,0.6275,1,169.56,33.72,0.3807,1,201.06,55.38,0.7159,1,211.69,93.14,0.2609,1,133.21,117.62,0.8929,1,132.66,154.13,0.8037,1,167.45,169.45,0.4615,1,124.7,122.64,0.7277,1,128.75,151.98,0.4682,1,168.96,165.85,0.2267,1,168.25,166.3,0.4026,1,201.18,93.21,0.1878,1,204.66,93.06,0.1893,1,126.6,154.31,0.352,1,124.71,162.67,0.6399,1,168.56,169.87,0.8582,0,177.36,108.73,0.1294,1,158.95,82.86,0.2211,1,159.05,76.86,0.3756,1
cvb,Feeding,val,cvb_1227_arm01_gopro3_20200325_020417_beh3_ani8_ins1_cut_00007_tr0_seg0,5,True,True,pose_output_returned,158.94,0.3811,0.3571,30,9,1.0,1.0,39,90.83,204.17,0.3666,1,85.5,209.74,0.2682,1,80.71,209.14,0.3175,1,72.39,200.63,0.2585,1,110.3,197.15,0.4056,1,71.03,180.77,0.4084,1,71.99,143.17,0.3653,1,63.39,138.62,0.3797,1,105.74,129.2,0.2881,1,95.85,137.11,0.2222,1,108.84,176.44,0.4451,1,118.71,142.13,0.1907,1,127.42,138.98,0.1613,1,100.07,145.76,0.2739,1,103.98,150.05,0.4482,1,61.49,71.5,0.5311,1,41.06,48.54,0.0991,1,117.5,134.1,0.2643,1,123.13,123.33,0.3612,1,42.43,46.08,0.159,1,208.94,39.91,0.7859,1,164.25,17.91,0.3384,1,213.37,45.44,1.0,1,218.04,78.4,0.1592,1,147.8,114.55,0.7752,1,143.48,146.77,1.0,1,187.62,165.98,0.6148,1,134.58,121.96,0.6037,1,46.35,135.99,0.3014,1,28.64,170.66,0.6716,1,29.27,175.54,0.4042,1,156.33,108.07,0.2055,1,155.49,110.27,0.3571,1,54.79,151.99,0.0846,1,42.94,143.85,0.1082,1,26.89,171.43,0.5146,1,190.36,108.97,0.172,1,177.43,71.19,0.1754,1,161.31,63.16,0.3777,1
